iterationIndex,maxcut,prob,maxcutGroups,blacks,loss
0,7,"[0.078125   0.1875     0.05729167 0.22395833 0.19270833 0.06770833
 0.125      0.06770833]","[0, 1, 0, 1, 1, 0, 0, 0]",3,0.4169921875
1,7,"[0.0625     0.36979167 0.109375   0.16145833 0.03125    0.11458333
 0.10416667 0.046875  ]","[0, 1, 0, 1, 0, 0, 0, 0]",2,0.8183593750000001
2,7,"[0.09375    0.31770833 0.08854167 0.05729167 0.16666667 0.10416667
 0.05208333 0.11979167]","[0, 1, 0, 0, 1, 0, 0, 0]",2,0.4827473958333333
3,10,"[0.11979167 0.171875   0.05208333 0.14583333 0.05729167 0.20833333
 0.05729167 0.1875    ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.521484375
4,10,"[0.08854167 0.04166667 0.10416667 0.15104167 0.08333333 0.265625
 0.04166667 0.22395833]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.2825520833333333
5,10,"[0.07291667 0.03645833 0.07291667 0.11458333 0.13541667 0.25
 0.125      0.19270833]","[0, 0, 0, 0, 1, 1, 0, 1]",3,0.45703125
6,10,"[0.08854167 0.02083333 0.125      0.05208333 0.21354167 0.18229167
 0.22395833 0.09375   ]","[0, 0, 0, 0, 1, 1, 1, 0]",3,0.5358072916666667
7,10,"[0.06770833 0.03645833 0.03645833 0.06770833 0.32291667 0.08333333
 0.234375   0.15104167]","[0, 0, 0, 0, 1, 0, 1, 1]",3,0.4277343749999999
8,10,"[0.08854167 0.03125    0.09895833 0.05729167 0.30729167 0.046875
 0.296875   0.07291667]","[0, 0, 0, 0, 1, 0, 1, 0]",2,0.27473958333333337
9,10,"[0.296875   0.03125    0.171875   0.0625     0.22395833 0.015625
 0.140625   0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.22460937500000003
10,10,"[0.33333333 0.0625     0.203125   0.05729167 0.125      0.05208333
 0.14583333 0.02083333]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.2858072916666667
11,10,"[0.296875   0.02083333 0.34375    0.05208333 0.04166667 0.11458333
 0.02604167 0.10416667]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.40852864583333337
12,10,"[0.08854167 0.0625     0.19791667 0.046875   0.08854167 0.26041667
 0.046875   0.20833333]","[0, 0, 1, 0, 0, 1, 0, 1]",3,0.47460937499999994
13,10,"[0.04166667 0.08333333 0.03645833 0.04166667 0.16666667 0.3125
 0.13020833 0.1875    ]","[0, 0, 0, 0, 1, 1, 1, 1]",4,0.6295572916666666
14,10,"[0.046875   0.140625   0.27604167 0.04166667 0.26041667 0.109375
 0.09895833 0.02604167]","[0, 1, 1, 0, 1, 0, 0, 0]",3,0.6002604166666665
15,10,"[0.09895833 0.11979167 0.33333333 0.06770833 0.109375   0.18229167
 0.02083333 0.06770833]","[0, 0, 1, 0, 0, 1, 0, 0]",2,0.8274739583333334
16,10,"[0.26041667 0.171875   0.09895833 0.03125    0.0625     0.15104167
 0.07291667 0.15104167]","[1, 1, 0, 0, 0, 1, 0, 1]",4,0.5149739583333334
17,10,"[0.11458333 0.09375    0.19270833 0.06770833 0.15104167 0.11979167
 0.11458333 0.14583333]","[0, 0, 1, 0, 1, 0, 0, 1]",3,0.4811197916666667
18,10,"[0.08333333 0.06770833 0.21875    0.11458333 0.13020833 0.01041667
 0.30208333 0.07291667]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.4033203125
19,10,"[0.27083333 0.046875   0.09375    0.01041667 0.234375   0.02083333
 0.28125    0.04166667]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.2529296875
20,10,"[0.17708333 0.08333333 0.140625   0.046875   0.25520833 0.015625
 0.21875    0.0625    ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24641927083333337
21,10,"[0.22395833 0.06770833 0.296875   0.05729167 0.19270833 0.01041667
 0.078125   0.07291667]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.3736979166666667
22,10,"[0.09895833 0.10416667 0.20833333 0.08854167 0.09375    0.04166667
 0.19791667 0.16666667]","[0, 0, 1, 0, 0, 0, 1, 1]",3,0.5169270833333334
23,10,"[0.06770833 0.0625     0.21354167 0.125      0.08854167 0.02604167
 0.22916667 0.1875    ]","[0, 0, 1, 0, 0, 0, 1, 1]",3,0.462890625
24,10,"[0.140625   0.09375    0.140625   0.08333333 0.11979167 0.02604167
 0.16145833 0.234375  ]","[1, 0, 1, 0, 0, 0, 1, 1]",4,0.5305989583333335
25,10,"[0.18229167 0.15104167 0.13541667 0.109375   0.046875   0.046875
 0.13541667 0.19270833]","[1, 1, 1, 0, 0, 0, 1, 1]",5,0.634765625
26,10,"[0.203125   0.16666667 0.30208333 0.09375    0.046875   0.04166667
 0.04166667 0.10416667]","[1, 1, 1, 0, 0, 0, 0, 0]",3,0.392578125
27,10,"[0.125      0.19791667 0.25520833 0.0625     0.05729167 0.19791667
 0.05729167 0.046875  ]","[0, 1, 1, 0, 0, 1, 0, 0]",3,0.41178385416666663
28,10,"[0.05208333 0.1875     0.19270833 0.02083333 0.13541667 0.26041667
 0.09895833 0.05208333]","[0, 1, 1, 0, 1, 1, 0, 0]",4,0.47037760416666663
29,10,"[0.06770833 0.23958333 0.22916667 0.03645833 0.078125   0.22916667
 0.05729167 0.0625    ]","[0, 1, 1, 0, 0, 1, 0, 0]",3,0.45930989583333337
30,10,"[0.19791667 0.19270833 0.16666667 0.09375    0.06770833 0.16666667
 0.06770833 0.046875  ]","[1, 1, 1, 0, 0, 1, 0, 0]",4,0.42643229166666663
31,10,"[0.1875     0.21875    0.171875   0.05208333 0.10416667 0.171875
 0.078125   0.015625  ]","[1, 1, 1, 0, 0, 1, 0, 0]",4,0.36848958333333337
32,10,"[0.21354167 0.171875   0.265625   0.02604167 0.08854167 0.15625
 0.03645833 0.04166667]","[1, 1, 1, 0, 0, 1, 0, 0]",4,0.412109375
33,10,"[0.14583333 0.14583333 0.27083333 0.03645833 0.05208333 0.20833333
 0.08333333 0.05729167]","[1, 1, 1, 0, 0, 1, 0, 0]",4,0.4749348958333333
34,10,"[0.19270833 0.05208333 0.36458333 0.015625   0.11458333 0.140625
 0.02604167 0.09375   ]","[1, 0, 1, 0, 0, 1, 0, 0]",3,0.5696614583333333
35,10,"[0.38541667 0.06770833 0.22916667 0.03125    0.05729167 0.15104167
 0.02604167 0.05208333]","[1, 0, 1, 0, 0, 1, 0, 0]",3,0.41276041666666663
36,10,"[0.28645833 0.0625     0.23958333 0.05208333 0.10416667 0.109375
 0.03125    0.11458333]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.4130859375
37,10,"[0.22395833 0.07291667 0.23958333 0.06770833 0.125      0.06770833
 0.078125   0.125     ]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.3714192708333333
38,10,"[0.11458333 0.02604167 0.22395833 0.046875   0.21875    0.0625
 0.19791667 0.109375  ]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.38313802083333337
39,10,"[0.08854167 0.02604167 0.078125   0.04166667 0.40625    0.015625
 0.27083333 0.07291667]","[0, 0, 0, 0, 1, 0, 1, 0]",2,0.45768229166666674
40,10,"[0.08854167 0.09895833 0.05208333 0.171875   0.1875     0.046875
 0.27083333 0.08333333]","[0, 0, 0, 1, 1, 0, 1, 0]",3,0.39453125
41,10,"[0.05729167 0.078125   0.09895833 0.19270833 0.125      0.11458333
 0.22395833 0.109375  ]","[0, 0, 0, 1, 0, 0, 1, 0]",2,0.4563802083333333
42,10,"[0.04166667 0.11979167 0.03645833 0.13020833 0.11979167 0.078125
 0.27083333 0.203125  ]","[0, 0, 0, 1, 0, 0, 1, 1]",3,0.47656249999999994
43,10,"[0.04166667 0.15104167 0.03125    0.19791667 0.09895833 0.17708333
 0.125      0.17708333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.4075520833333333
44,10,"[0.0625     0.18229167 0.09895833 0.22916667 0.0625     0.19270833
 0.06770833 0.10416667]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.42252604166666663
45,10,"[0.05729167 0.27083333 0.03125    0.16666667 0.03125    0.23958333
 0.015625   0.1875    ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.2978515625
46,10,"[0.03645833 0.19791667 0.03645833 0.140625   0.02604167 0.27083333
 0.02604167 0.265625  ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.28385416666666663
47,10,"[0.09895833 0.21875    0.09375    0.125      0.06770833 0.13541667
 0.0625     0.19791667]","[0, 1, 0, 0, 0, 1, 0, 1]",3,0.39583333333333337
48,10,"[0.109375   0.24479167 0.03125    0.140625   0.078125   0.171875
 0.03645833 0.1875    ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.4700520833333333
49,10,"[0.08333333 0.19791667 0.01041667 0.1875     0.05208333 0.17708333
 0.04166667 0.25      ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.3125
50,10,"[0.015625   0.21875    0.046875   0.22395833 0.046875   0.22916667
 0.046875   0.171875  ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.20865885416666669
51,10,"[0.01041667 0.234375   0.03645833 0.18229167 0.02604167 0.30729167
 0.00520833 0.19791667]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.23437499999999997
52,10,"[0.07291667 0.171875   0.05729167 0.16666667 0.05208333 0.32291667
 0.03645833 0.11979167]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.2867838541666667
53,10,"[0.05729167 0.21875    0.0625     0.109375   0.06770833 0.30729167
 0.046875   0.13020833]","[0, 1, 0, 0, 0, 1, 0, 1]",3,0.287109375
54,10,"[0.046875   0.16145833 0.02083333 0.22395833 0.09895833 0.203125
 0.078125   0.16666667]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.2874348958333333
55,10,"[0.05729167 0.14583333 0.046875   0.28645833 0.08333333 0.08854167
 0.046875   0.24479167]","[0, 1, 0, 1, 0, 0, 0, 1]",3,0.40950520833333326
56,10,"[0.0625     0.11458333 0.03125    0.15625    0.08333333 0.234375
 0.05208333 0.265625  ]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.22786458333333331
57,10,"[0.046875   0.125      0.02083333 0.14583333 0.04166667 0.33333333
 0.06770833 0.21875   ]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.33072916666666663
58,10,"[0.05729167 0.08333333 0.046875   0.10416667 0.02083333 0.36458333
 0.07291667 0.25      ]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.27669270833333337
59,10,"[0.04166667 0.23958333 0.03125    0.234375   0.01041667 0.08854167
 0.05729167 0.296875  ]","[0, 1, 0, 1, 0, 0, 0, 1]",3,0.38899739583333337
60,10,"[0.05208333 0.21875    0.05729167 0.24479167 0.015625   0.10416667
 0.09375    0.21354167]","[0, 1, 0, 1, 0, 0, 0, 1]",3,0.330078125
61,10,"[0.05208333 0.328125   0.046875   0.08333333 0.046875   0.21875
 0.04166667 0.18229167]","[0, 1, 0, 0, 0, 1, 0, 1]",3,0.40299479166666663
62,10,"[0.04166667 0.21354167 0.0625     0.11458333 0.05208333 0.328125
 0.03645833 0.15104167]","[0, 1, 0, 0, 0, 1, 0, 1]",3,0.38541666666666663
63,10,"[0.19270833 0.15625    0.13541667 0.13541667 0.0625     0.19270833
 0.015625   0.109375  ]","[1, 1, 1, 1, 0, 1, 0, 0]",5,0.4007161458333333
64,10,"[0.06770833 0.14583333 0.05729167 0.19270833 0.0625     0.31770833
 0.02604167 0.13020833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.26236979166666663
65,10,"[0.06770833 0.23958333 0.06770833 0.27604167 0.04166667 0.16145833
 0.015625   0.13020833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.26790364583333337
66,10,"[0.02604167 0.23958333 0.03125    0.21354167 0.03645833 0.16145833
 0.05208333 0.23958333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.41731770833333326
67,10,"[0.02083333 0.17708333 0.03645833 0.203125   0.07291667 0.1875
 0.02604167 0.27604167]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.24348958333333326
68,10,"[0.03645833 0.18229167 0.015625   0.25520833 0.046875   0.19791667
 0.02604167 0.23958333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.30664062500000006
69,10,"[0.05208333 0.125      0.01041667 0.125      0.02604167 0.30729167
 0.02604167 0.328125  ]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.6321614583333333
70,10,"[0.05208333 0.09375    0.02083333 0.25       0.02604167 0.19791667
 0.03125    0.328125  ]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.3375651041666667
71,10,"[0.04166667 0.29166667 0.02604167 0.26041667 0.01041667 0.21875
 0.02083333 0.13020833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.255859375
72,10,"[0.046875   0.41145833 0.015625   0.16145833 0.046875   0.26041667
 0.015625   0.04166667]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.40039062500000006
73,10,"[0.03645833 0.36979167 0.03645833 0.19270833 0.015625   0.27604167
 0.02604167 0.046875  ]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.3544921875
74,10,"[0.07291667 0.19791667 0.05208333 0.22916667 0.04166667 0.26041667
 0.03645833 0.109375  ]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.2822265625
75,10,"[0.109375   0.13020833 0.046875   0.25520833 0.03645833 0.28645833
 0.03645833 0.09895833]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.2662760416666667
76,10,"[0.03645833 0.078125   0.02083333 0.36979167 0.0625     0.23958333
 0.0625     0.13020833]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.36458333333333326
77,10,"[0.015625   0.08854167 0.03125    0.359375   0.05729167 0.19791667
 0.07291667 0.17708333]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.2939453125
78,10,"[0.02083333 0.08333333 0.02604167 0.26041667 0.05208333 0.234375
 0.05208333 0.27083333]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.3037109375
79,10,"[0.03125    0.20833333 0.02083333 0.27083333 0.02604167 0.17708333
 0.05208333 0.21354167]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.21516927083333331
80,10,"[0.0625     0.21875    0.02604167 0.16666667 0.09375    0.18229167
 0.03125    0.21875   ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.26269531249999994
81,10,"[0.05208333 0.19270833 0.05208333 0.171875   0.07291667 0.203125
 0.04166667 0.21354167]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.2216796875
82,10,"[0.03645833 0.16145833 0.10416667 0.16145833 0.04166667 0.21875
 0.03645833 0.23958333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.25846354166666663
83,10,"[0.03645833 0.14583333 0.09375    0.21875    0.03125    0.13541667
 0.08333333 0.25520833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.23079427083333334
84,10,"[0.03645833 0.25       0.05729167 0.21354167 0.02604167 0.140625
 0.046875   0.22916667]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.31705729166666663
85,10,"[0.05208333 0.28125    0.046875   0.25       0.02604167 0.125
 0.06770833 0.15104167]","[0, 1, 0, 1, 0, 0, 0, 1]",3,0.2763671875
86,10,"[0.03645833 0.234375   0.0625     0.15104167 0.015625   0.21875
 0.0625     0.21875   ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.23046875000000003
87,10,"[0.02604167 0.28645833 0.11458333 0.171875   0.05729167 0.13020833
 0.10416667 0.109375  ]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.36067708333333337
88,10,"[0.046875   0.30208333 0.02604167 0.21875    0.00520833 0.22395833
 0.01041667 0.16666667]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.25162760416666663
89,10,"[0.02083333 0.18229167 0.03125    0.21354167 0.03645833 0.25
 0.02083333 0.24479167]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.22526041666666669
90,10,"[0.04166667 0.22395833 0.015625   0.20833333 0.046875   0.203125
 0.02083333 0.23958333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.26204427083333337
91,10,"[0.07291667 0.125      0.03125    0.23958333 0.02604167 0.23958333
 0.01041667 0.25520833]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.36263020833333337
92,10,"[0.078125   0.19791667 0.03125    0.24479167 0.046875   0.18229167
 0.01041667 0.20833333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.3111979166666667
93,10,"[0.03645833 0.22916667 0.078125   0.27604167 0.02083333 0.078125
 0.03125    0.25      ]","[0, 1, 0, 1, 0, 0, 0, 1]",3,0.26497395833333337
94,10,"[0.02604167 0.22395833 0.0625     0.296875   0.03125    0.15625
 0.01041667 0.19270833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.3076171875
95,10,"[0.01041667 0.25520833 0.02083333 0.25       0.09375    0.140625
 0.03645833 0.19270833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.2770182291666667
96,10,"[0.08854167 0.0625     0.09895833 0.109375   0.03125    0.28125
 0.02604167 0.30208333]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.24967447916666666
97,10,"[0.05729167 0.07291667 0.09895833 0.109375   0.05208333 0.30208333
 0.02604167 0.28125   ]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.2796223958333333
98,10,"[0.02083333 0.07291667 0.08333333 0.10416667 0.07291667 0.33333333
 0.05729167 0.25520833]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.39876302083333337
99,10,"[0.04166667 0.078125   0.11979167 0.234375   0.05729167 0.16666667
 0.015625   0.28645833]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.43033854166666663
100,10,"[0.20833333 0.171875   0.046875   0.22395833 0.05208333 0.08333333
 0.06770833 0.14583333]","[1, 1, 0, 1, 0, 0, 0, 1]",4,0.466796875
101,10,"[0.25       0.19270833 0.02604167 0.046875   0.07291667 0.29166667
 0.015625   0.10416667]","[1, 1, 0, 0, 0, 1, 0, 0]",3,0.49218749999999994
102,10,"[0.15625    0.21875    0.04166667 0.08854167 0.04166667 0.265625
 0.08333333 0.10416667]","[1, 1, 0, 0, 0, 1, 0, 0]",3,0.580078125
103,10,"[0.140625   0.15104167 0.05208333 0.171875   0.05729167 0.265625
 0.14583333 0.015625  ]","[1, 1, 0, 1, 0, 1, 1, 0]",5,0.453125
104,10,"[0.19270833 0.27083333 0.046875   0.16666667 0.0625     0.17708333
 0.02083333 0.0625    ]","[1, 1, 0, 1, 0, 1, 0, 0]",4,0.5065104166666667
105,10,"[0.10416667 0.203125   0.046875   0.171875   0.140625   0.15104167
 0.13541667 0.046875  ]","[0, 1, 0, 1, 1, 1, 1, 0]",5,0.48079427083333326
106,10,"[0.06770833 0.24479167 0.01041667 0.03645833 0.296875   0.24479167
 0.078125   0.02083333]","[0, 1, 0, 0, 1, 1, 0, 0]",3,0.4446614583333333
107,10,"[0.07291667 0.265625   0.05208333 0.04166667 0.18229167 0.21875
 0.140625   0.02604167]","[0, 1, 0, 0, 1, 1, 1, 0]",4,0.4609375
108,10,"[0.09895833 0.23958333 0.10416667 0.1875     0.140625   0.125
 0.08333333 0.02083333]","[0, 1, 0, 1, 1, 0, 0, 0]",3,0.45247395833333337
109,10,"[0.14583333 0.30729167 0.08854167 0.296875   0.03645833 0.046875
 0.02604167 0.05208333]","[1, 1, 0, 1, 0, 0, 0, 0]",3,0.48990885416666663
110,10,"[0.140625   0.20833333 0.08333333 0.38020833 0.0625     0.02083333
 0.046875   0.05729167]","[1, 1, 0, 1, 0, 0, 0, 0]",3,0.4791666666666667
111,10,"[0.03645833 0.19791667 0.15104167 0.15104167 0.17708333 0.03645833
 0.15104167 0.09895833]","[0, 1, 1, 1, 1, 0, 1, 0]",5,0.44075520833333326
112,10,"[0.03125    0.11979167 0.21875    0.15625    0.140625   0.05729167
 0.13020833 0.14583333]","[0, 0, 1, 1, 1, 0, 1, 1]",5,0.4088541666666667
113,10,"[0.046875   0.03645833 0.265625   0.07291667 0.04166667 0.05729167
 0.16145833 0.31770833]","[0, 0, 1, 0, 0, 0, 1, 1]",3,0.4228515625
114,10,"[0.13020833 0.0625     0.26041667 0.10416667 0.125      0.07291667
 0.05208333 0.19270833]","[1, 0, 1, 0, 0, 0, 0, 1]",3,0.43587239583333337
115,10,"[0.05208333 0.02083333 0.23958333 0.10416667 0.125      0.02083333
 0.22395833 0.21354167]","[0, 0, 1, 0, 0, 0, 1, 1]",3,0.5449218750000001
116,10,"[0.08854167 0.05208333 0.22916667 0.15104167 0.19791667 0.04166667
 0.09895833 0.140625  ]","[0, 0, 1, 1, 1, 0, 0, 1]",4,0.4736328125
117,10,"[0.11458333 0.02604167 0.16145833 0.15625    0.21354167 0.03645833
 0.15104167 0.140625  ]","[0, 0, 1, 1, 1, 0, 1, 1]",5,0.4433593750000001
118,10,"[0.109375   0.0625     0.21875    0.1875     0.11458333 0.05729167
 0.203125   0.046875  ]","[0, 0, 1, 1, 0, 0, 1, 0]",3,0.4329427083333333
119,10,"[0.08854167 0.046875   0.3125     0.16145833 0.05729167 0.0625
 0.17708333 0.09375   ]","[0, 0, 1, 1, 0, 0, 1, 0]",3,0.4108072916666667
120,10,"[0.05729167 0.08333333 0.25520833 0.22395833 0.05208333 0.02604167
 0.171875   0.13020833]","[0, 0, 1, 1, 0, 0, 1, 1]",4,0.4375
121,10,"[0.03125    0.046875   0.21875    0.16666667 0.05729167 0.03125
 0.20833333 0.23958333]","[0, 0, 1, 1, 0, 0, 1, 1]",4,0.40169270833333337
122,10,"[0.015625   0.04166667 0.140625   0.203125   0.13541667 0.0625
 0.17708333 0.22395833]","[0, 0, 1, 1, 1, 0, 1, 1]",5,0.4143880208333333
123,10,"[0.05729167 0.125      0.09375    0.15625    0.14583333 0.078125
 0.15625    0.1875    ]","[0, 0, 0, 1, 1, 0, 1, 1]",4,0.5374348958333335
124,10,"[0.05729167 0.07291667 0.22916667 0.14583333 0.11458333 0.0625
 0.15104167 0.16666667]","[0, 0, 1, 1, 0, 0, 1, 1]",4,0.45930989583333337
